Unnamed: 0,comments,CleanedText,sentiment
3890,Best quality reasonable price.,Best quality reasonable price.,POSITIVE
3891,Like this product,Like this product,POSITIVE
3892,Bag,Bag,NEGATIVE
3893,Looking at the quality it seems doubtful whether it is branded,Looking at the quality it seems doubtful whether it is branded,NEGATIVE
3894,Ok,Ok,POSITIVE
3895,Very Good,Very Good,POSITIVE
3896,Very nice bag,Very nice bag,POSITIVE
3897,Good quality,Good quality,POSITIVE
3898,Nice product.good quality.awesome.........nice as expected.,Nice product. good quality. awesome. nice as expected.,POSITIVE
3899,Simply awesome product❤,Simply awesome product❤,POSITIVE
3900,Very good bag for this money. Totally value for money.,Very good bag for this money. Totally value for money.,POSITIVE
3901,I am very very excited and very happy and my bag was looking soo good and durability,I am very very excited and very happy and my bag was looking soo good and durability,POSITIVE
3902,Nice bag..,Nice bag.,POSITIVE
3903,"Enuff space, good quality, branded","Enuff space, good quality, branded",POSITIVE
3904,Best for me in this range,Best for me in this range,POSITIVE
3905,Design is to be bit improved,Design is to be bit improved,POSITIVE
3906,Nice product,Nice product,POSITIVE
3907,Worth for money,Worth for money,POSITIVE
3908,Good product as according wish,Good product as according wish,POSITIVE
3909,Awesome bag for office,Awesome bag for office,POSITIVE
3910,Worst quality. Its look like duplicate productsCopy of American touristerDon't buy,Worst quality. Its look like duplicate productsCopy of American touristerDon't buy,NEGATIVE
3911,This product fullfill my son needs. He is excited to wear the bag & go to school.,This product fullfill my son needs. He is excited to wear the bag & go to school.,NEGATIVE
3912,Same as shown in picture😎😎,Same as shown in picture😎😎,POSITIVE
3913,Good,Good,POSITIVE
3914,"Cheap quality, side net has torned.","Cheap quality, side net has torned.",NEGATIVE
3915,Good,Good,POSITIVE
3916,I don't why but this was the worst product ever ... It's a big bag suppose to carry a bit of load ... being a medical student it's obvious to have some weight on the back ... The bag didn't even last for 1 month before the inside got torn n the strap is gonna rip off . Pls do check n sell stuff .,I don't why but this was the worst product ever . It's a big bag suppose to carry a bit of load . being a medical student it's obvious to have some weight on the back . The bag didn't even last for 1 month before the inside got torn n the strap is gonna rip off . Pls do check n sell stuff .,NEGATIVE
3917,Nice bag,Nice bag,POSITIVE
3918,Good prodact.,Good prodact.,POSITIVE
3919,Material used for manufacturing bag poor quality.,Material used for manufacturing bag poor quality.,NEGATIVE
3920,"Nice , it's causal backpack","Nice , it's causal backpack",POSITIVE
3921,Good at holding multi stuffs and comfortable.,Good at holding multi stuffs and comfortable.,POSITIVE
3922,"I really didn't like the product & returned to the seller,It is a school bag & not a backpack.","I really didn't like the product & returned to the seller,It is a school bag & not a backpack.",NEGATIVE
3923,Worst.. Bag ever... It is the duplicate of original product...the cloth is too thin...if you receive the same just return it without any hesitate,Worst. Bag ever. It is the duplicate of original product. the cloth is too thin. if you receive the same just return it without any hesitate,NEGATIVE
3924,"Ossum product, I color was same as pic and material was very good","Ossum product, I color was same as pic and material was very good",POSITIVE
3925,Very nice very nice,Very nice very nice,POSITIVE
3926,Nice bag,Nice bag,POSITIVE
3927,Very good product,Very good product,POSITIVE
3928,Bag look like old model...Not so brighter..But all other things goodPartially satisfied by this product..,Bag look like old model. Not so brighter. But all other things goodPartially satisfied by this product.,NEGATIVE
3929,Good product of 1150 rs from amzon.in 1 year wold wide warranty card worthy product colour so good and brightnes and attractive Orange colour definitely good product metrial also good,Good product of 1150 rs from amzon. in 1 year wold wide warranty card worthy product colour so good and brightnes and attractive Orange colour definitely good product metrial also good,POSITIVE
3930,Nil,Nil,NEGATIVE
3931,The quality of material and zip is not good.,The quality of material and zip is not good.,NEGATIVE
3932,Looks fake product,Looks fake product,NEGATIVE
3933,The American Tourister bags quality is really going down. I have been using a bag from American Tourister bag for like 4 years and quality is really good but now news bags quality and colouris not worth buying anymore.,The American Tourister bags quality is really going down. I have been using a bag from American Tourister bag for like 4 years and quality is really good but now news bags quality and colouris not worth buying anymore.,NEGATIVE
3934,Nice item,Nice item,POSITIVE
3935,Very very nice bag when compared to price of just 841/- and American Tourister brand. I guess I will buy one more.,Very very nice bag when compared to price of just 841/- and American Tourister brand. I guess I will buy one more.,POSITIVE
3936,Really classy and efficient product better than even what is shown in the pictures !!!! Really recommend it...,Really classy and efficient product better than even what is shown in the pictures . Really recommend it.,POSITIVE
3937,Good built quality,Good built quality,POSITIVE
3938,This product is very nice.,This product is very nice.,POSITIVE
3939,Nice,Nice,POSITIVE
3940,Good item,Good item,POSITIVE
3941,Bed quality products. I return this product .,Bed quality products. I return this product .,NEGATIVE
3942,Good Product,Good Product,POSITIVE
3943,Expactation not reached,Expactation not reached,NEGATIVE
3944,Nice product... Light waight...,Nice product. Light waight.,POSITIVE
3945,Nice products,Nice products,POSITIVE
3946,The bag fake American tourister product.the quality and durability is bad.not to up the mark.waste of your money not value money product,The bag fake American tourister product. the quality and durability is bad. not to up the mark. waste of your money not value money product,NEGATIVE
3947,Excellent product,Excellent product,POSITIVE
3948,Nice product,Nice product,POSITIVE
3949,Worth to buy with light weightComfort for travelingEasy to carryAttractive colorsAnd much more facilities with best prices,Worth to buy with light weightComfort for travelingEasy to carryAttractive colorsAnd much more facilities with best prices,POSITIVE
3950,costly than other normal bag and also not properly work jeep so in this cost bag is bad,costly than other normal bag and also not properly work jeep so in this cost bag is bad,NEGATIVE
3951,Super awesome,Super awesome,POSITIVE
3952,Very very nice product.Quality is good.And very light weight.,Very very nice product. Quality is good. And very light weight.,POSITIVE
3953,Good,Good,POSITIVE
3954,"Extremely nice to use and carry stuff for all the school, college and working people","Extremely nice to use and carry stuff for all the school, college and working people",POSITIVE
3955,Best product,Best product,POSITIVE
3956,It's good not only for school use but also for travel,It's good not only for school use but also for travel,POSITIVE
3957,Too good,Too good,POSITIVE
3958,Excellent product,Excellent product,POSITIVE
3959,Really. Awesome product as shown in picture....no laptop sleeve..can carry upto two to three pair of clothes and accessories recommend to buy..thank u Amazon for one day delivery,Really. Awesome product as shown in picture. no laptop sleeve. can carry upto two to three pair of clothes and accessories recommend to buy. thank u Amazon for one day delivery,POSITIVE
3960,Best,Best,POSITIVE
3961,Perfect in colour...Light in weight....Best value under branded......,Perfect in colour. Light in weight. Best value under branded.,POSITIVE
3962,recommended by me..... you can buy without any hesitation,recommended by me. you can buy without any hesitation,POSITIVE
3963,Nice Bag I Love It....,Nice Bag I Love It.,POSITIVE
3964,Good for value,Good for value,POSITIVE
3965,It is gud bt nt delivered on time,It is gud bt nt delivered on time,NEGATIVE
3966,It is very attractive and spacious bag.loved the product,It is very attractive and spacious bag. loved the product,POSITIVE
3967,Worst quality....The bag quality was like Rs 150/- bag which we can get on roadside shops...Not a American Tourister product for sure..,Worst quality. The bag quality was like Rs 150/- bag which we can get on roadside shops. Not a American Tourister product for sure.,NEGATIVE
3968,"Very cheap quality product, total waste of money.I recommend to not buy this waste product.","Very cheap quality product, total waste of money. I recommend to not buy this waste product.",NEGATIVE
3969,Good product must buy ..,Good product must buy .,POSITIVE
3970,"That bag is good, I like her pockets and design","That bag is good, I like her pockets and design",POSITIVE
3971,👍,👍,POSITIVE
3972,Low quality product,Low quality product,NEGATIVE
3973,Yeah. This is an absolute first quality bag. You can buy it without any hesitation... More suitable for 9-10class students. Good bag,Yeah. This is an absolute first quality bag. You can buy it without any hesitation. More suitable for 9-10class students. Good bag,POSITIVE
3974,Good,Good,POSITIVE
3975,Reasonable price.👍👍,Reasonable price.👍👍,POSITIVE
3976,Good  product 🤩🤩🤩🤩😍😍😍😍😍🥰🥰🥰🥰🥰🥰😙😙😙,Good  product 🤩🤩🤩🤩😍😍😍😍😍🥰🥰🥰🥰🥰🥰😙😙😙,POSITIVE
3977,Laptop space is not available,Laptop space is not available,NEGATIVE
3978,Like,Like,POSITIVE
3979,Nice.,Nice.,POSITIVE
3980,Good product,Good product,POSITIVE
3981,Nice bag,Nice bag,POSITIVE
3982,"The media could not be loaded.
                



 Best quality","The media could not be loaded.
                



 Best quality",NEGATIVE
3983,I will like this product so much because it's fast delivery and good quality,I will like this product so much because it's fast delivery and good quality,POSITIVE
3984,Nice bag,Nice bag,POSITIVE
3985,The material used is not upto the mark.,The material used is not upto the mark.,NEGATIVE
3986,The bag is of good quality .  It is water resistant and has a lot of space to keep your items.Liked it.....,The bag is of good quality .  It is water resistant and has a lot of space to keep your items. Liked it.,POSITIVE
3987,Dislike don't buy it.i order this product but not satisfied please do not buy it.,Dislike don't buy it. i order this product but not satisfied please do not buy it.,NEGATIVE
3988,This bag r so good and value of money,This bag r so good and value of money,POSITIVE
3989,Wort money ...loved it ..... Got for 650 value for money....🙈😘,Wort money . loved it . Got for 650 value for money.🙈😘,POSITIVE
